Description,Name,GPS Location,Population within 3000 meters of GPS Location
PS0605064,Nyabigete,"{""type"":""Point"",""coordinates"":[29.8735169,-4.7226588,0]}",43857
PS0601047,Ngage,"{""type"":""Point"",""coordinates"":[29.976488,-4.8406937,0]}",43876
PS0601032,Kwaga,"{""type"":""Point"",""coordinates"":[29.9765702,-4.8401738,0]}",43876
PS0608054,Nyumbigwa,"{""type"":""Point"",""coordinates"":[30.12612311,-4.66007699,0]}",44088
PS0605047,Mkatanga,"{""type"":""Point"",""coordinates"":[29.8128547,-4.4253562,0]}",44130
PS0608007,Heru Juu,"{""type"":""Point"",""coordinates"":[30.040645,-4.5295397,0]}",44157
PS0608015,Kasyenene,"{""type"":""Point"",""coordinates"":[30.126673,-4.663,0]}",44206
PS0603073,Nyamirambo,"{""type"":""Point"",""coordinates"":[29.656376,-4.477907,0]}",44612
PS0603017,Kagongo,"{""type"":""Point"",""coordinates"":[29.64677697,-4.79986652,0]}",44682
PS0602008,Busunzu 'B',"{""type"":""Point"",""coordinates"":[30.60002665,-3.96229847,0]}",45105
PS0608002,Buha,"{""type"":""Point"",""coordinates"":[30.0398495,-4.526553,0]}",45270
PS0602007,Busunzu 'A',"{""type"":""Point"",""coordinates"":[30.6046038,-3.95532281,0]}",45417
PS0602067,Nyamuguruma,"{""type"":""Point"",""coordinates"":[30.6044254,-3.9553301,0]}",45427
PS0602048,Majengo,"{""type"":""Point"",""coordinates"":[30.7368899,-3.5634813,0]}",45441
PS0603039,Makombe,"{""type"":""Point"",""coordinates"":[29.65774858,-4.46997315,0]}",45526
PS0601024,Kitanga,"{""type"":""Point"",""coordinates"":[30.3302974,-3.8735828,0]}",45747
PS0607006,Bulangamila,"{""type"":""Point"",""coordinates"":[29.89692,-4.962191,0]}",45804
PS0605087,Sabuhene,"{""type"":""Point"",""coordinates"":[29.8163896,-4.4018931,0]}",45892
PS0603018,Kagunga,"{""type"":""Point"",""coordinates"":[29.6570622,-4.4709527,0]}",46057
PS0603090,Bondo,"{""type"":""Point"",""coordinates"":[29.7484415,-4.9033213,0]}",46121
PS0602081,Twabagondozi,"{""type"":""Point"",""coordinates"":[30.7368006,-3.5636828,0]}",46136
PS0603055,Mshenyi,"{""type"":""Point"",""coordinates"":[29.75482702,-4.6381725,0]}",46161
PS0603092,Kangona,"{""type"":""Point"",""coordinates"":[29.7845211,-4.98746247,0]}",46200
PS0603046,Mgege,"{""type"":""Point"",""coordinates"":[29.7549615,-4.638151,0]}",46222
PS0603095,Kasuku,"{""type"":""Point"",""coordinates"":[29.74874603,-4.90295395,0]}",46350
PS0603098,Muhamani,"{""type"":""Point"",""coordinates"":[29.75048933,-4.90167896,0]}",46881
PS0607008,Bwawani,"{""type"":""Point"",""coordinates"":[29.8934766,-4.9507263,0]}",47000
PS0607062,Majengo,"{""type"":""Point"",""coordinates"":[29.8794831,-4.9599599,0]}",48370
PS0601019,Kibilizi,"{""type"":""Point"",""coordinates"":[30.1871902,-4.3822919,0]}",48399
PS0607027,Kalenge,"{""type"":""Point"",""coordinates"":[29.87887083,-4.96001975,0]}",48496
PS0608058,Tulashashe,"{""type"":""Point"",""coordinates"":[30.12729296,-4.50787166,0]}",48608
PS0603030,Kisitwe,"{""type"":""Point"",""coordinates"":[29.6535045,-4.7864292,0]}",48696
PS0605006,Bukuba,"{""type"":""Point"",""coordinates"":[29.905382,-4.54445752,0]}",49031
PS0605029,Kihangale,"{""type"":""Point"",""coordinates"":[29.9054489,-4.5446363,0]}",49090
PS0603104,Kilemba,"{""type"":""Point"",""coordinates"":[29.7556007,-4.47692001,0]}",49154
PS0608050,Nyankungwe,"{""type"":""Point"",""coordinates"":[30.1054506,-4.512337,0]}",49338
PS0608025,Lugoyi,"{""type"":""Point"",""coordinates"":[30.10512572,-4.51289086,0]}",49358
PS0608009,Kabanga Mazoezi,"{""type"":""Point"",""coordinates"":[30.10543423,-4.51310393,0]}",49371
PS0608018,Kidyama,"{""type"":""Point"",""coordinates"":[30.1423923,-4.5444532,0]}",49519
PS0603072,Nyamuhoza,"{""type"":""Point"",""coordinates"":[29.74856929,-4.74541823,0]}",50427
PS0605059,Musagara,"{""type"":""Point"",""coordinates"":[29.8006559,-4.4214929,0]}",50450
PS0603088,Ukombozi,"{""type"":""Point"",""coordinates"":[29.73735811,-4.73630853,0]}",51072
PS0601041,Mutala,"{""type"":""Point"",""coordinates"":[30.0518042,-4.7264934,0]}",51076
PS0605068,Nyamiguha,"{""type"":""Point"",""coordinates"":[29.8004192,-4.4218022,0]}",51466
PS0601003,Buchuma,"{""type"":""Point"",""coordinates"":[30.2954276,-4.4590083,0]}",51923
PS0603034,Kizenga,"{""type"":""Point"",""coordinates"":[29.73138858,-4.75632727,0]}",52404
PS0603097,Luiche,"{""type"":""Point"",""coordinates"":[29.74878841,-4.89006096,0]}",52540
PS0605066,Nyakimue,"{""type"":""Point"",""coordinates"":[29.7681268,-4.4671624,0]}",53764
PS0603101,Simbo,"{""type"":""Point"",""coordinates"":[29.74011121,-4.88281203,0]}",53961
PS0605080,Nyarubingo,"{""type"":""Point"",""coordinates"":[29.76831996,-4.46667052,0]}",54298
PS0601067,Nyumbwe,"{""type"":""Point"",""coordinates"":[30.0438237,-4.7169571,0]}",54512
PS0601042,Muungano,"{""type"":""Point"",""coordinates"":[30.4230189,-4.2806501,0]}",55570
PS0607109,Tambukareli,"{""type"":""Point"",""coordinates"":[30.0065719,-4.9882739,0]}",56478
PS0601034,Makere,"{""type"":""Point"",""coordinates"":[30.4214679,-4.2804789,0]}",57849
PS0607030,Kamchele,"{""type"":""Point"",""coordinates"":[30.0019974,-4.9838954,0]}",57901
PS0607098,Rubona,"{""type"":""Point"",""coordinates"":[30.0019974,-4.9838954,0]}",57901
PS0603099,Mwamko,"{""type"":""Point"",""coordinates"":[29.77739172,-4.97871458,0]}",58018
PS0605084,Rusaba- 'A',"{""type"":""Point"",""coordinates"":[29.7952817,-4.420709,0]}",58397
PS0605079,Nyanzigo,"{""type"":""Point"",""coordinates"":[29.77965612,-4.6290857,0]}",59166
PS0607096,Raba,"{""type"":""Point"",""coordinates"":[30.0004192,-5.005624,0]}",59205
PS0603022,Karume,"{""type"":""Point"",""coordinates"":[29.72697734,-4.74020805,0]}",59508
PS0607048,Kazuramimba,"{""type"":""Point"",""coordinates"":[29.9918066,-4.9915701,0]}",59514
PS0601005,Buhoro,"{""type"":""Point"",""coordinates"":[30.1859864,-4.3994762,0]}",60076
PS0601049,Nyabweru,"{""type"":""Point"",""coordinates"":[30.0440049,-4.6999807,0]}",60332
PS0604041,Benjamini Mkapa,"{""type"":""Point"",""coordinates"":[29.605573,-4.910021,0]}",60933
PS0601062,Nyanyuka,"{""type"":""Point"",""coordinates"":[30.3765997,-4.3725377,0]}",61195
PS0601023,Kitagata,"{""type"":""Point"",""coordinates"":[30.3764572,-4.372589,0]}",61475
PS0601040,Murubanga,"{""type"":""Point"",""coordinates"":[30.2868994,-4.4754716,0]}",62554
PS0605002,Bigara,"{""type"":""Point"",""coordinates"":[29.77793689,-4.42317336,0]}",62628
PS0602044,Kwizera,"{""type"":""Point"",""coordinates"":[30.7169365,-3.606117,0]}",63153
PS0601055,Nyakitonto,"{""type"":""Point"",""coordinates"":[30.2873765,-4.4749274,0]}",63159
PS0605070,Nyamihini,"{""type"":""Point"",""coordinates"":[29.7991187,-4.4477439,0]}",63714
PS0605043,Mawasiliano,"{""type"":""Point"",""coordinates"":[29.7735114,-4.4431951,0]}",64416
PS0607056,Lugongoni 'B',"{""type"":""Point"",""coordinates"":[31.0563728,-5.12254462,0]}",64789
PS0602043,Kumwambu,"{""type"":""Point"",""coordinates"":[30.7094204,-3.5938695,0]}",65777
PS0602010,Kabwigwa,"{""type"":""Point"",""coordinates"":[30.7095232,-3.5933771,0]}",66107
PS0607071,Miembeni,"{""type"":""Point"",""coordinates"":[31.0476991,-5.1285677,0]}",67090
PS0602060,Nengo,"{""type"":""Point"",""coordinates"":[30.73602819,-3.5996608,0]}",67916
PS0602049,Mapinduzi,"{""type"":""Point"",""coordinates"":[30.7352308,-3.5763364,0]}",69739
PS0607093,Nyangabo,"{""type"":""Point"",""coordinates"":[31.0514221,-5.1099025,0]}",70054
PS0603002,Bigabiro,"{""type"":""Point"",""coordinates"":[29.65598798,-4.80990354,0]}",70539
PS0602002,Bitare,"{""type"":""Point"",""coordinates"":[30.71429123,-3.59300221,0]}",71367
PS0607089,Nguruka,"{""type"":""Point"",""coordinates"":[31.0438787,-5.1129963,0]}",71393
PS0607065,Mandela,"{""type"":""Point"",""coordinates"":[31.0440574,-5.1123862,0]}",71404
PS0607101,Sabasaba,"{""type"":""Point"",""coordinates"":[31.04329445,-5.11237559,0]}",71458
PS0607001,Airport,"{""type"":""Point"",""coordinates"":[31.0382406,-5.1070041,0]}",71473
PS0607113,Umoja,"{""type"":""Point"",""coordinates"":[31.0369778,-5.1087217,0]}",71536
PS0605067,Nyamasovu,"{""type"":""Point"",""coordinates"":[29.7805825,-4.4373518,0]}",71765
PS0607011,Chemchemi,"{""type"":""Point"",""coordinates"":[31.0311411,-5.1196953,0]}",71825
PS0608047,Nyamagubwe,"{""type"":""Point"",""coordinates"":[30.11517238,-4.52857715,0]}",71844
PS0605053,Munanila,"{""type"":""Point"",""coordinates"":[29.7826088,-4.4354055,0]}",72413
PS0603087,Sokoine,"{""type"":""Point"",""coordinates"":[29.68442965,-4.86004122,0]}",73376
PS0601002,Bombwe,"{""type"":""Point"",""coordinates"":[30.2326774,-4.3479635,0]}",75175
PS0607055,Lugongoni 'A',"{""type"":""Point"",""coordinates"":[31.0452121,-5.1224412,0]}",75198
PS0602020,Katelela,"{""type"":""Point"",""coordinates"":[30.7303776,-3.5913775,0]}",76957
PS0603109,Nyantole,"{""type"":""Point"",""coordinates"":[29.646128,-4.813638,0]}",77394
PS0602004,Boma,"{""type"":""Point"",""coordinates"":[30.7107842,-3.5812908,0]}",77819
PS0602015,Kanyamahela,"{""type"":""Point"",""coordinates"":[30.7271876,-3.5928591,0]}",77847
PS0602023,Kibondo,"{""type"":""Point"",""coordinates"":[30.7278322,-3.5825612,0]}",78082
PS0602078,Rugunga,"{""type"":""Point"",""coordinates"":[30.7168709,-3.5844641,0]}",78518
PS0602035,Kumhama,"{""type"":""Point"",""coordinates"":[30.7235106,-3.5899944,0]}",78942
PS0602066,Nyampengere,"{""type"":""Point"",""coordinates"":[30.7192022,-3.5817146,0]}",79778
PS0602059,Nabuhima,"{""type"":""Point"",""coordinates"":[30.7155743,-3.5750748,0]}",83917
PS0608052,Nyantare,"{""type"":""Point"",""coordinates"":[30.10912411,-4.60628433,0]}",92885
PS0603019,Kalalangabo,"{""type"":""Point"",""coordinates"":[29.61871174,-4.83943298,0]}",97395
PS0603082,Ruhobe,"{""type"":""Point"",""coordinates"":[29.66413789,-4.82940805,0]}",99822
PS0604007,Kagera,"{""type"":""Point"",""coordinates"":[29.7030703,-4.9149535,0]}",101823
PS0608053,Nyarumanga,"{""type"":""Point"",""coordinates"":[30.1292583,-4.5465234,0]}",101986
PS0603068,Nyabigina,"{""type"":""Point"",""coordinates"":[29.663154,-4.8330279,0]}",121532
PS0608057,Sunzu,"{""type"":""Point"",""coordinates"":[30.08029344,-4.5660955,0]}",131327
PS0604001,Azimio,"{""type"":""Point"",""coordinates"":[29.63128015,-4.91570299,0]}",154864
PS0604002,Bangwe,"{""type"":""Point"",""coordinates"":[29.61915842,-4.89889612,0]}",156191
PS0603063,Mwandiga,"{""type"":""Point"",""coordinates"":[29.65861317,-4.83684204,0]}",159442
PS0604026,Lake-Tanganyika,"{""type"":""Point"",""coordinates"":[29.6815376,-4.8778989,0]}",165972
PS0603066,Nkema,"{""type"":""Point"",""coordinates"":[29.6584774,-4.8379988,0]}",165978
PS0603059,Mtara,"{""type"":""Point"",""coordinates"":[29.6192505,-4.89242437,0]}",180007
PS0608067,Mkombozi,"{""type"":""Point"",""coordinates"":[30.1297712,-4.576498,0]}",187904
PS0608008,Juhudi,"{""type"":""Point"",""coordinates"":[30.12494967,-4.56170276,0]}",193357
PS0608028,Mlimani,"{""type"":""Point"",""coordinates"":[30.08813217,-4.576488,0]}",201066
PS0608040,Mwenge,"{""type"":""Point"",""coordinates"":[30.08833595,-4.57598007,0]}",201779
PS0608051,Nyansha,"{""type"":""Point"",""coordinates"":[30.10922339,-4.59391775,0]}",214648
PS0604049,Kiheba,"{""type"":""Point"",""coordinates"":[29.62495508,-4.8558012,0]}",218962
PS0604010,Kibirizi,"{""type"":""Point"",""coordinates"":[29.62567807,-4.85571182,0]}",226379
PS0604045,Butunga,"{""type"":""Point"",""coordinates"":[29.65770002,-4.84811499,0]}",238067
PS0608017,Kibagwe,"{""type"":""Point"",""coordinates"":[30.11882502,-4.58650302,0]}",238412
PS0604003,Buronge,"{""type"":""Point"",""coordinates"":[29.64703066,-4.84226284,0]}",244026
PS0604031,Kahabwa,"{""type"":""Point"",""coordinates"":[29.64690128,-4.84228334,0]}",244763
PS0604023,Mbano,"{""type"":""Point"",""coordinates"":[29.6822758,-4.9170193,0]}",256139
PS0608022,Kimobwa,"{""type"":""Point"",""coordinates"":[30.10044053,-4.56040584,0]}",256824
PS0604020,Kitongoni,"{""type"":""Point"",""coordinates"":[29.67982973,-4.91950759,0]}",257745
PS0604048,Mjimwema,"{""type"":""Point"",""coordinates"":[29.6243676,-4.8858504,0]}",267980
PS0608032,Mudyanda,"{""type"":""Point"",""coordinates"":[30.09989205,-4.58307715,0]}",271218
PS0604021,Livingstone,"{""type"":""Point"",""coordinates"":[29.6808018,-4.9156984,0]}",271267
PS0608043,Mwilamvya,"{""type"":""Point"",""coordinates"":[30.11101335,-4.55915629,0]}",271976
PS0608062,Umoja,"{""type"":""Point"",""coordinates"":[30.0981945,-4.57087653,0]}",273430
PS0601074,Titye,"{""type"":""Point"",""coordinates"":[30.0975926,-4.5765538,0]}",274304
PS0604008,Karuta,"{""type"":""Point"",""coordinates"":[29.68033766,-4.91543281,0]}",276910
PS0608036,Murubona,"{""type"":""Point"",""coordinates"":[30.09880981,-4.57125212,0]}",280323
PS0604004,Businde,"{""type"":""Point"",""coordinates"":[29.67619078,-4.88205463,0]}",281226
PS0604044,Bushabani,"{""type"":""Point"",""coordinates"":[29.6439688,-4.8491751,0]}",293201
PS0608011,Kalema,"{""type"":""Point"",""coordinates"":[30.1022895,-4.5692675,0]}",303129
PS0608021,Kigule,"{""type"":""Point"",""coordinates"":[30.1028377,-4.5692972,0]}",306168
PS0608001,Bogwe,"{""type"":""Point"",""coordinates"":[30.1029574,-4.5693443,0]}",306606
PS0608019,Kiganamo,"{""type"":""Point"",""coordinates"":[30.10518794,-4.56918843,0]}",315511
PS0608061,Uhuru,"{""type"":""Point"",""coordinates"":[30.1097571,-4.5773944,0]}",319502
PS0608014,Kasulu,"{""type"":""Point"",""coordinates"":[30.11406391,-4.57143385,0]}",321712
PS0604017,Kichangachui,"{""type"":""Point"",""coordinates"":[29.6814357,-4.9019233,0]}",339024
PS0604030,Kabingo,"{""type"":""Point"",""coordinates"":[29.65519605,-4.86096193,0]}",342701
PS0604006,Gungu,"{""type"":""Point"",""coordinates"":[29.6424332,-4.8595617,0]}",368400
PS0604012,Kigoma,"{""type"":""Point"",""coordinates"":[29.63187926,-4.87856242,0]}",368500
PS0604022,Kikungu,"{""type"":""Point"",""coordinates"":[29.6418322,-4.8602533,0]}",372802
PS0604025,Kambarage,"{""type"":""Point"",""coordinates"":[29.63257029,-4.87650788,0]}",373777
PS0604040,Rubuga,"{""type"":""Point"",""coordinates"":[29.64823091,-4.90925201,0]}",376131
PS0604011,Kiezya,"{""type"":""Point"",""coordinates"":[29.6328257,-4.878699,0]}",379656
PS0604042,Rutale,"{""type"":""Point"",""coordinates"":[29.6605174,-4.9138786,0]}",382429
PS0604015,Ujiji,"{""type"":""Point"",""coordinates"":[29.6713671,-4.9090233,0]}",395236
PS0604027,Rusimbi,"{""type"":""Point"",""coordinates"":[29.6744875,-4.9032859,0]}",403377
PS0604039,Mambo,"{""type"":""Point"",""coordinates"":[29.67566018,-4.89902892,0]}",405792
PS0604037,Kilimahewa,"{""type"":""Point"",""coordinates"":[29.6379653,-4.8973364,0]}",407258
PS0604013,Kipampa,"{""type"":""Point"",""coordinates"":[29.673642,-4.903538,0]}",409669
PS0604035,Mwasenga,"{""type"":""Point"",""coordinates"":[29.66185424,-4.87646188,0]}",431071
PS0604029,Burega,"{""type"":""Point"",""coordinates"":[29.6492516,-4.90501003,0]}",440871
PS0604018,Mlole,"{""type"":""Point"",""coordinates"":[29.64425598,-4.86990229,0]}",444516
PS0604047,Msingeni,"{""type"":""Point"",""coordinates"":[29.6599823,-4.9061478,0]}",455865
PS0604005,Buzebazeba,"{""type"":""Point"",""coordinates"":[29.6656814,-4.90235622,0]}",472724
PS0604019,Mwanga,"{""type"":""Point"",""coordinates"":[29.64240285,-4.88217177,0]}",474643
PS0604032,Mnarani,"{""type"":""Point"",""coordinates"":[29.6653491,-4.9019915,0]}",474652
PS0604014,Muungano,"{""type"":""Point"",""coordinates"":[29.643892,-4.8894179,0]}",492447
PS0604043,Airport,"{""type"":""Point"",""coordinates"":[29.6639714,-4.8872656,0]}",493237
PS0604028,Uhuru,"{""type"":""Point"",""coordinates"":[29.6446402,-4.88972,0]}",495094
PS0604038,Majengo,"{""type"":""Point"",""coordinates"":[29.6544918,-4.8957603,0]}",512879
PS0604024,Mwenge,"{""type"":""Point"",""coordinates"":[29.6500555,-4.88756,0]}",515819
PS0604009,Katubuka,"{""type"":""Point"",""coordinates"":[29.655075,-4.8876088,0]}",530882
PS0706143,Marwa,"{""type"":""Point"",""coordinates"":[37.3351986,-4.1160048,0]}",3
PS0701135,Waramu,"{""type"":""Point"",""coordinates"":[37.135531,-3.0076671,0]}",4
PS0706147,Ngama,"{""type"":""Point"",""coordinates"":[37.0133892,-4.1138791,0]}",4
PS0701045,Lyamungo-Sinde,"{""type"":""Point"",""coordinates"":[37.242198,-3.8838999,0]}",8
PS0701130,Ufumbo,"{""type"":""Point"",""coordinates"":[37.963815,-3.963825,0]}",9
PS0706068,Nasuro,"{""type"":""Point"",""coordinates"":[37.4925104,-4.9433203,0]}",11
PS0706066,Marindi,"{""type"":""Point"",""coordinates"":[37.55834,-4.9194811,0]}",11
PS0706178,Sabasaba,"{""type"":""Point"",""coordinates"":[37.43353,-4.35755,0]}",19
PS0706162,Majengo,"{""type"":""Point"",""coordinates"":[37.441299,-4.5369555,0]}",20
PS0706093,Misufini,"{""type"":""Point"",""coordinates"":[38.3642032,-4.053131,0]}",22
PS0706105,Mwembe,"{""type"":""Point"",""coordinates"":[37.5045618,-4.8554401,0]}",38
PS0705113,Usseri,"{""type"":""Point"",""coordinates"":[37.3967652,-3.0795268,0]}",47
PS0702060,Kyomu,"{""type"":""Point"",""coordinates"":[37.3571611,-3.0684172,0]}",54
PS0706032,Kidunda,"{""type"":""Point"",""coordinates"":[37.962278,-4.89295,0]}",66
PS0705085,Motamburu-Chini,"{""type"":""Point"",""coordinates"":[37.5641573,-3.8642551,0]}",73
PS0706077,Myamba,"{""type"":""Point"",""coordinates"":[37.5920406,-4.2322382,0]}",78
PS0706094,Mjema,"{""type"":""Point"",""coordinates"":[37.926912,-4.2350702,0]}",79
PS0705003,Hakwe,"{""type"":""Point"",""coordinates"":[37.3627654,-3.1628866,0]}",84
PS0702093,Maring'A-Chini,"{""type"":""Point"",""coordinates"":[37.3434104,-3.1641886,0]}",84
PS0706174,Mshihwi,"{""type"":""Point"",""coordinates"":[37.5855291,-4.2250784,0]}",86
PS0705074,Mbomai-Juu,"{""type"":""Point"",""coordinates"":[37.3231551,-3.076591,0]}",106
PS0702196,Sisamaro,"{""type"":""Point"",""coordinates"":[37.155399,-3.1354814,0]}",108
PS0706189,Kizerui,"{""type"":""Point"",""coordinates"":[37.0453541,-4.9603728,0]}",112
PS0706055,Mabilioni,"{""type"":""Point"",""coordinates"":[37.574547,-4.3431719,0]}",115
PS0706169,Kiringa,"{""type"":""Point"",""coordinates"":[37.5912252,-4.2357912,0]}",118
PS0706116,Putu,"{""type"":""Point"",""coordinates"":[37.592659,-4.35072,0]}",118
PS0701066,Mtakuja,"{""type"":""Point"",""coordinates"":[37.1912978,-3.866899,0]}",152
PS0706046,Kitubwa,"{""type"":""Point"",""coordinates"":[37.5952734,-4.242202207,0]}",178
PS0706188,Kishaa,"{""type"":""Point"",""coordinates"":[37.2322099,-4.7422038,0]}",188
PS0706096,Mkume,"{""type"":""Point"",""coordinates"":[37.5064508,-3.8331808,0]}",190
PS0702049,Kokira,"{""type"":""Point"",""coordinates"":[37.3099437,-3.7813361,0]}",221
PS0702144,Nduoni,"{""type"":""Point"",""coordinates"":[37.0242312,-3.6724502,0]}",311
PS0706136,Rikweni,"{""type"":""Point"",""coordinates"":[37.665339,-4.3784331,0]}",331
PS0706126,Vudee,"{""type"":""Point"",""coordinates"":[37.7730917,-4.2442237,0]}",337
PS0706018,Hembua,"{""type"":""Point"",""coordinates"":[37.7730917,-4.2442237,0]}",337
PS0706148,Kavambugu,"{""type"":""Point"",""coordinates"":[37.4145702,-4.2541357,0]}",474
PS0706135,Njiro,"{""type"":""Point"",""coordinates"":[37.5731622,-4.1431964,0]}",541
PS0706067,Masandare,"{""type"":""Point"",""coordinates"":[37.77173,-4.236118,0]}",620
PS0706079,Mtundu,"{""type"":""Point"",""coordinates"":[38.0219467,-4.135385,0]}",629
PS0706002,Bwambo,"{""type"":""Point"",""coordinates"":[37.14976402,-4.40001788,0]}",655
PS0706080,Mtii,"{""type"":""Point"",""coordinates"":[37.9998917,-4.12987069,0]}",769
PS0706151,Msoroha,"{""type"":""Point"",""coordinates"":[38.111358,-4.407523,0]}",791
PS0706108,Ndiveni,"{""type"":""Point"",""coordinates"":[37.5345588,-4.1542384,0]}",830
PS0706016,Gwang'A,"{""type"":""Point"",""coordinates"":[37.5345888,-4.1540254,0]}",834
PS0704085,Ndea,"{""type"":""Point"",""coordinates"":[37.83429,-3.7703946,0]}",858
PS0701070,Mweeki,"{""type"":""Point"",""coordinates"":[37.6174187,-3.847749,0]}",882
PS0706076,Mvaa,"{""type"":""Point"",""coordinates"":[37.0052601,-4.3507003,0]}",961
PS0706088,Munze,"{""type"":""Point"",""coordinates"":[37.535157,-4.1613504,0]}",1085
PS0704089,Ruru,"{""type"":""Point"",""coordinates"":[37.762412,-3.65685,0]}",1241
PS0706009,Dindimo,"{""type"":""Point"",""coordinates"":[37.7817102,-4.577603,0]}",1292
PS0706024,Kadando,"{""type"":""Point"",""coordinates"":[38.0319721,-4.1843732,0]}",1307
PS0706146,Moipo,"{""type"":""Point"",""coordinates"":[37.8371121,-4.5892592,0]}",1309
